nom	id	theme	description_v25
HImporteTexte_55	3044228	Hyper File compatibles	Importe un fichier texte dans un fichier Hyper File.
HInfoGéné	3044227	Hyper File compatibles	Retourne les informations générales sur un fichier Hyper File.
HInfoRubrique	3044212	Hyper File compatibles	Permet d'obtenir des informations sur une rubrique de l'analyse.
HLitBloque	3044218	Hyper File compatibles	Lit et bloque un enregistrement en fonction du numéro d'enregistrement spécifié.
HLitDernierBloque	3044213	Hyper File compatibles	Lit et bloque le dernier enregistrement du fichier selon la clé passée en paramètre.
HLitDernierSansBloquer	3044222	Hyper File compatibles	Lit le dernier enregistrement du fichier selon la clé passée en paramètre. Si le fichier est verrouillé, l'enregistrement lu n'est pas bloqué.
HLitPrécédentBloque	3044223	Hyper File compatibles	Lit et bloque l'enregistrement précédent selon la clé spécifiée.
HLitPrécédentSansBloquer	3044224	Hyper File compatibles	Lit l'enregistrement précédent selon la clé spécifiée. Si le fichier est verrouillé, l'enregistrement lu n'est pas bloqué
HLitPremierBloque	3044221	Hyper File compatibles	Lit et bloque le premier enregistrement du fichier relativement à la clé spécifiée.
HLitPremierSansBloquer	3044219	Hyper File compatibles	Lit le premier enregistrement selon la clé spécifiée. Si le fichier est verrouillé, l'enregistrement lu n'est pas bloqué.
HLitRechercheBloque	3044217	Hyper File compatibles	Lit et bloque le premier enregistrement dont la valeur de la clé donnée est égale ou supérieure à la valeur de l'argument de recherche.
HLitRechercheSansBloquer	3044216	Hyper File compatibles	Lit le premier enregistrement dont la valeur de la clé donnée est égale ou supérieure à la valeur de l'argument de recherche. Si le fichier est verrou
HLitSansBloquer	3044215	Hyper File compatibles	Lit l'enregistrement en fonction du numéro d'enregistrement spécifié. Si le fichier est verrouillé, l'enregistrement lu n'est pas bloqué.
HLitSuivantBloque	3044214	Hyper File compatibles	Lit et bloque l'enregistrement suivant selon la clé spécifiée.
HLitSuivantSansBloquer	3044278	Hyper File compatibles	Lit l'enregistrement suivant selon la clé spécifiée. Si le fichier est verrouillé, l'enregistrement lu n'est pas bloqué.
HRéindexe_55	3044251	Hyper File compatibles	Réindexe d'un fichier Hyper File de l'analyse en cours.
HSubstNom	3044169	Hyper File compatibles	Modifie le nom (physique) d'un fichier de données.
HVueVersTable	3044252	Hyper File compatibles	Remplit une table mémoire avec une vue.
MagnetoEvénement	1000014003	Magneto	Permet d'associer une touche au lancement du magnétophone du Terminal Mobile (Pocket PC) et de spécifier une procédure à appeler en fin d'enregistreme
MagnetoFinEvénement	1000014004	Magneto	Supprime les associations établies par la fonction MagnetoEvénement : le bouton qui avait été associé au lancement du magnétophone est dissocié.l'appe
PalmAjoute	3059016	Palm Pilot	Ajoute un enregistrement dans une des bases de données du Palm Pilot (bloc-notes, liste des tâches, carnet d'adresses ou agenda).
PalmCharge	3059008	Palm Pilot	Initialise un accès à une base de données PALM.
PalmDésinstalle	3059014	Palm Pilot	Permet de revenir à la configuration originale du Palm Pilot (HotSync.EXE).
PalmEnDehors	3059012	Palm Pilot	Permet de savoir si l'enregistrement d'une base de données PALM sur lequel on veut se positionner est en dehors du fichier PALM ou du filtre.
PalmFerme	3059011	Palm Pilot	Ferme un accès à une des bases de données du Palm Pilot (Bloc-notes, liste des tâches, carnet d'adresses ou agenda).
PalmFiltre	3059010	Palm Pilot	Filtre les enregistrements d'un accès à une des bases de données du Palm Pilot (Bloc-notes, liste des tâches, carnet d'adresses ou agenda).
PalmInstalle	3059007	Palm Pilot	Configure automatiquement le programme Palm Pilot (HotSync.EXE) pour permettre une communication avec une application réalisée en WLangage.
PalmListeCatégorie	3059019	Palm Pilot	Liste les différentes catégories utilisables pour l'accès en cours.
PalmListeUtilisateurs	3059004	Palm Pilot	Liste les différents utilisateurs du Palm Pilot définis par le programme HOTSYNC.EXE.
PalmLit	3059030	Palm Pilot	Lit les différentes informations concernant l'enregistrement en cours d'un accès à une base de données du Palm Pilot.
PalmLitDernier	3059015	Palm Pilot	Positionne et lit le dernier enregistrement de l'accès spécifié.
PalmLitPrécédent	3059022	Palm Pilot	Positionne et lit l'enregistrement précédent de l'accès spécifié.
PalmLitPremier	3059020	Palm Pilot	Positionne et lit le premier enregistrement de l'accès spécifié.
PalmLitSuivant	3059023	Palm Pilot	Positionne et lit l'enregistrement suivant de l'accès spécifié.
PalmModifie	3059018	Palm Pilot	Modifie l'enregistrement en cours.
PalmNbEnr	3059017	Palm Pilot	Renvoie le nombre d'enregistrements d'un accès spécifique à une base de données PALM.
PalmPositionne	3059021	Palm Pilot	Positionne et lit l'enregistrement identifié par sa position dans l'accès spécifié.
PalmRafraîchit	3059025	Palm Pilot	Met à jour les différents accès en cours à une base de données PALM, en fonction des dernières modifications effectuées sur cette base (ajout, suppres
PalmRAZ	3059026	Palm Pilot	Ré-initialise la structure PALM.
PalmReset	3059024	Palm Pilot	Ré-initialise la configuration du programme Palm Pilot (HotSync.EXE) en cas de problème.
PalmSupprime	3059027	Palm Pilot	Supprime l'enregistrement en cours dans une vue des enregistrements d'une base de données du Palm (créée avec PalmCharge).
PalmVersChaîne	3059028	Palm Pilot	Lit un enregistrement (mémo) de la base de données Bloc-Notes du Palm Pilot sous forme d'une chaîne de caractères.
SIMEcrit	3067001	gestion des cartes SIM	Écrit ou modifie une entrée dans le répertoire de la carte SIM.
SIMLit	3067006	gestion des cartes SIM	Lit une entrée dans le répertoire de la carte SIM.
SIMNbContact	3067003	gestion des cartes SIM	Renvoie le nombre d'entrées présentes dans le répertoire de la carte SIM.
SIMSupprime	3067005	gestion des cartes SIM	Supprime une entrée dans le répertoire de la carte SIM.
SysListeOrientationEcran	3073030	Système	Permet de connaître les orientations possibles de l'écran d'un Terminal Mobile (Pocket PC).
TableTri	3074018	Table	La fonction TableTri est conservée uniquement pour compatibilité .
telChangeParamètrePériphérique	1000017292	Téléphone	Modifie les paramètres d'un périphérique de téléphonie.
telParamètrePériphérique	1000017245	Téléphone	Lit la valeur d'un des paramètres d'un périphérique de téléphonie.
< Variable Connexion>.ModifiePropriétéFichier	1000022718		
ZoneRépétéeTri	3083011	Zones répétées	La fonction ZoneRépétéeTri est conservée uniquement pour compatibilité.
